angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.35,,,"[893, 138, 158, 211]",,,0.0,,,0.23,,,0.0,,,0.2,,,0.2,,,0.01,,
0.27,,,"[894, 137, 162, 210]",,,0.0,,,0.2,,,0.0,,,0.36,,,0.16,,,0.01,,
0.34,,,"[893, 138, 161, 207]",,,0.0,,,0.27,,,0.0,,,0.21,,,0.18,,,0.01,,
0.38,,,"[893, 137, 161, 209]",,,0.0,,,0.23,,,0.0,,,0.2,,,0.19,,,0.01,,
0.22,,,"[893, 136, 162, 212]",,,0.0,,,0.19,,,0.0,,,0.36,,,0.22,,,0.0,,
0.2,,,"[890, 134, 164, 220]",,,0.0,,,0.11,,,0.0,,,0.37,,,0.31,,,0.0,,
0.23,,,"[891, 134, 165, 220]",,,0.0,,,0.23,,,0.0,,,0.25,,,0.29,,,0.01,,
0.25,,,"[893, 135, 165, 216]",,,0.0,,,0.16,,,0.0,,,0.32,,,0.27,,,0.0,,
0.28,,,"[894, 135, 164, 215]",,,0.0,,,0.15,,,0.0,,,0.27,,,0.29,,,0.0,,
0.27,,,"[892, 136, 165, 219]",,,0.0,,,0.23,,,0.0,,,0.2,,,0.29,,,0.02,,
0.28,,,"[894, 137, 165, 217]",,,0.0,,,0.12,,,0.0,,,0.22,,,0.37,,,0.0,,
0.15,,,"[901, 141, 155, 201]",,,0.0,,,0.28,,,0.0,,,0.22,,,0.34,,,0.0,,
0.3,,,"[902, 144, 154, 201]",,,0.0,,,0.24,,,0.0,,,0.19,,,0.27,,,0.0,,
0.13,,,"[902, 141, 155, 202]",,,0.0,,,0.22,,,0.0,,,0.19,,,0.45,,,0.0,,
0.44,,,"[897, 139, 163, 209]",,,0.0,,,0.23,,,0.0,,,0.12,,,0.2,,,0.0,,
0.3,,,"[896, 139, 164, 211]",,,0.0,,,0.18,,,0.0,,,0.24,,,0.28,,,0.0,,
0.22,,,"[894, 135, 162, 219]",,,0.0,,,0.11,,,0.0,,,0.36,,,0.3,,,0.0,,
0.23,,,"[893, 134, 165, 222]",,,0.0,,,0.11,,,0.0,,,0.23,,,0.44,,,0.0,,
0.3,,,"[893, 139, 165, 219]",,,0.0,,,0.13,,,0.0,,,0.32,,,0.23,,,0.01,,
0.26,,,"[894, 135, 163, 219]",,,0.0,,,0.1,,,0.0,,,0.37,,,0.27,,,0.0,,
0.2,,,"[895, 135, 162, 220]",,,0.0,,,0.09,,,0.0,,,0.29,,,0.41,,,0.0,,
0.28,,,"[892, 134, 164, 220]",,,0.0,,,0.09,,,0.0,,,0.29,,,0.34,,,0.0,,
0.2,,,"[893, 135, 162, 219]",,,0.0,,,0.1,,,0.0,,,0.36,,,0.33,,,0.0,,
0.25,,,"[891, 133, 163, 220]",,,0.0,,,0.1,,,0.0,,,0.34,,,0.31,,,0.0,,
0.26,,,"[891, 134, 162, 220]",,,0.0,,,0.09,,,0.0,,,0.31,,,0.33,,,0.0,,
0.32,,,"[892, 140, 162, 212]",,,0.0,,,0.14,,,0.0,,,0.29,,,0.24,,,0.0,,
0.21,,,"[893, 140, 162, 210]",,,0.0,,,0.2,,,0.0,,,0.35,,,0.23,,,0.0,,
0.18,,,"[894, 140, 161, 210]",,,0.0,,,0.24,,,0.0,,,0.29,,,0.28,,,0.0,,
0.26,,,"[892, 140, 162, 212]",,,0.0,,,0.12,,,0.0,,,0.33,,,0.29,,,0.0,,
0.36,,,"[891, 140, 163, 211]",,,0.0,,,0.13,,,0.0,,,0.28,,,0.23,,,0.0,,
0.39,,,"[892, 140, 163, 211]",,,0.0,,,0.16,,,0.0,,,0.22,,,0.23,,,0.0,,
0.23,,,"[891, 138, 163, 211]",,,0.0,,,0.21,,,0.0,,,0.32,,,0.24,,,0.0,,
0.18,,,"[893, 139, 161, 210]",,,0.0,,,0.24,,,0.0,,,0.34,,,0.23,,,0.0,,
0.34,,,"[892, 139, 162, 212]",,,0.0,,,0.14,,,0.0,,,0.2,,,0.31,,,0.0,,
0.3,,,"[892, 139, 162, 211]",,,0.0,,,0.2,,,0.0,,,0.24,,,0.25,,,0.0,,
0.3,,,"[892, 139, 162, 211]",,,0.0,,,0.22,,,0.0,,,0.23,,,0.25,,,0.0,,
0.42,,,"[891, 140, 163, 211]",,,0.0,,,0.14,,,0.0,,,0.2,,,0.23,,,0.0,,
0.35,,,"[892, 140, 162, 210]",,,0.0,,,0.18,,,0.0,,,0.21,,,0.25,,,0.0,,
0.33,,,"[893, 141, 161, 210]",,,0.0,,,0.19,,,0.0,,,0.27,,,0.2,,,0.0,,
0.14,,,"[889, 133, 162, 217]",,,0.0,,,0.14,,,0.0,,,0.43,,,0.28,,,0.01,,
0.36,,,"[894, 139, 162, 212]",,,0.0,,,0.19,,,0.0,,,0.2,,,0.25,,,0.0,,
0.16,,,"[892, 139, 160, 209]",,,0.0,,,0.22,,,0.0,,,0.37,,,0.24,,,0.01,,
0.22,,,"[891, 137, 163, 211]",,,0.0,,,0.2,,,0.0,,,0.43,,,0.15,,,0.01,,
0.27,,,"[892, 138, 163, 212]",,,0.0,,,0.22,,,0.0,,,0.3,,,0.21,,,0.0,,
0.2,,,"[892, 139, 162, 210]",,,0.0,,,0.26,,,0.0,,,0.35,,,0.18,,,0.0,,
0.26,,,"[891, 139, 162, 212]",,,0.0,,,0.17,,,0.0,,,0.31,,,0.25,,,0.0,,
0.2,,,"[892, 139, 160, 210]",,,0.0,,,0.34,,,0.0,,,0.27,,,0.19,,,0.0,,
0.25,,,"[893, 139, 159, 210]",,,0.0,,,0.25,,,0.0,,,0.3,,,0.19,,,0.0,,
0.2,,,"[893, 139, 159, 209]",,,0.0,,,0.22,,,0.0,,,0.42,,,0.16,,,0.0,,
0.24,,,"[893, 139, 159, 210]",,,0.0,,,0.23,,,0.0,,,0.33,,,0.19,,,0.0,,
0.34,,,"[894, 139, 159, 210]",,,0.0,,,0.19,,,0.0,,,0.24,,,0.23,,,0.0,,
0.36,,,"[893, 140, 160, 209]",,,0.0,,,0.18,,,0.0,,,0.23,,,0.23,,,0.0,,
0.17,,,"[891, 134, 161, 218]",,,0.0,,,0.12,,,0.0,,,0.48,,,0.23,,,0.01,,
0.27,,,"[890, 133, 162, 217]",,,0.0,,,0.13,,,0.0,,,0.42,,,0.18,,,0.0,,
0.29,,,"[893, 138, 158, 210]",,,0.0,,,0.28,,,0.0,,,0.26,,,0.17,,,0.0,,
0.4,,,"[892, 137, 162, 212]",,,0.0,,,0.27,,,0.0,,,0.16,,,0.17,,,0.0,,
0.28,,,"[900, 142, 153, 199]",,,0.0,,,0.29,,,0.0,,,0.24,,,0.18,,,0.0,,
0.28,,,"[902, 141, 152, 197]",,,0.0,,,0.22,,,0.0,,,0.27,,,0.23,,,0.0,,
0.44,,,"[902, 140, 153, 197]",,,0.0,,,0.2,,,0.0,,,0.16,,,0.19,,,0.0,,
0.34,,,"[892, 134, 165, 216]",,,0.0,,,0.19,,,0.0,,,0.23,,,0.23,,,0.0,,
0.6,,,"[898, 130, 161, 213]",,,0.0,,,0.19,,,0.0,,,0.08,,,0.12,,,0.0,,
0.58,,,"[899, 131, 160, 213]",,,0.0,,,0.21,,,0.0,,,0.07,,,0.14,,,0.0,,
0.55,,,"[894, 133, 165, 220]",,,0.0,,,0.12,,,0.0,,,0.14,,,0.19,,,0.0,,
0.51,,,"[896, 135, 163, 217]",,,0.0,,,0.16,,,0.0,,,0.16,,,0.16,,,0.01,,
0.36,,,"[901, 137, 163, 212]",,,0.0,,,0.29,,,0.0,,,0.14,,,0.2,,,0.0,,
0.56,,,"[903, 141, 161, 207]",,,0.0,,,0.17,,,0.0,,,0.12,,,0.14,,,0.0,,
0.33,,,"[907, 140, 157, 208]",,,0.0,,,0.31,,,0.0,,,0.16,,,0.19,,,0.01,,
0.38,,,"[906, 141, 159, 210]",,,0.0,,,0.27,,,0.0,,,0.16,,,0.19,,,0.0,,
0.35,,,"[908, 141, 160, 210]",,,0.0,,,0.24,,,0.0,,,0.18,,,0.22,,,0.01,,
0.42,,,"[908, 144, 160, 210]",,,0.0,,,0.16,,,0.0,,,0.24,,,0.16,,,0.02,,
0.29,,,"[907, 143, 161, 211]",,,0.0,,,0.1,,,0.0,,,0.42,,,0.19,,,0.0,,
0.4,,,"[908, 143, 160, 208]",,,0.0,,,0.06,,,0.0,,,0.32,,,0.22,,,0.0,,
0.36,,,"[908, 142, 160, 207]",,,0.0,,,0.11,,,0.0,,,0.27,,,0.26,,,0.0,,
0.3,,,"[906, 142, 162, 210]",,,0.0,,,0.09,,,0.0,,,0.33,,,0.27,,,0.0,,
0.26,,,"[909, 144, 161, 207]",,,0.0,,,0.09,,,0.0,,,0.44,,,0.21,,,0.0,,
0.24,,,"[908, 145, 155, 205]",,,0.0,,,0.06,,,0.01,,,0.43,,,0.26,,,0.0,,
0.1,,,"[901, 146, 166, 219]",,,0.0,,,0.04,,,0.0,,,0.6,,,0.25,,,0.0,,
0.07,,,"[907, 148, 157, 209]",,,0.0,,,0.04,,,0.0,,,0.55,,,0.34,,,0.0,,
0.09,,,"[906, 145, 159, 213]",,,0.0,,,0.04,,,0.0,,,0.55,,,0.3,,,0.01,,
0.22,,,"[902, 140, 159, 219]",,,0.0,,,0.06,,,0.0,,,0.41,,,0.3,,,0.0,,
0.12,,,"[903, 139, 158, 220]",,,0.0,,,0.04,,,0.0,,,0.38,,,0.44,,,0.0,,
0.16,,,"[897, 140, 160, 216]",,,0.0,,,0.04,,,0.0,,,0.43,,,0.36,,,0.0,,
0.47,,,"[906, 153, 150, 193]",,,0.0,,,0.09,,,0.0,,,0.16,,,0.27,,,0.0,,
0.43,,,"[901, 155, 151, 193]",,,0.0,,,0.08,,,0.0,,,0.15,,,0.34,,,0.0,,
0.33,,,"[900, 149, 152, 202]",,,0.0,,,0.11,,,0.0,,,0.28,,,0.28,,,0.01,,
0.19,,,"[888, 128, 167, 233]",,,0.0,,,0.04,,,0.0,,,0.52,,,0.24,,,0.01,,
0.16,,,"[889, 136, 162, 225]",,,0.0,,,0.09,,,0.0,,,0.28,,,0.47,,,0.0,,
0.33,,,"[892, 146, 155, 208]",,,0.0,,,0.11,,,0.0,,,0.28,,,0.27,,,0.01,,
0.33,,,"[884, 142, 164, 217]",,,0.0,,,0.17,,,0.0,,,0.17,,,0.31,,,0.02,,
0.34,,,"[886, 144, 163, 213]",,,0.0,,,0.15,,,0.0,,,0.19,,,0.32,,,0.01,,
0.2,,,"[885, 145, 163, 214]",,,0.0,,,0.13,,,0.0,,,0.23,,,0.41,,,0.03,,
0.28,,,"[884, 144, 166, 215]",,,0.0,,,0.14,,,0.0,,,0.19,,,0.38,,,0.01,,
0.21,,,"[883, 146, 164, 213]",,,0.0,,,0.25,,,0.0,,,0.2,,,0.33,,,0.01,,
0.2,,,"[884, 135, 166, 220]",,,0.0,,,0.13,,,0.0,,,0.25,,,0.42,,,0.01,,
0.3,,,"[884, 135, 166, 220]",,,0.0,,,0.12,,,0.0,,,0.2,,,0.38,,,0.01,,
0.23,,,"[883, 134, 168, 221]",,,0.0,,,0.08,,,0.0,,,0.25,,,0.43,,,0.01,,
0.22,,,"[885, 137, 164, 216]",,,0.0,,,0.12,,,0.0,,,0.2,,,0.45,,,0.01,,
0.24,,,"[885, 135, 167, 220]",,,0.0,,,0.14,,,0.0,,,0.27,,,0.34,,,0.0,,
0.33,,,"[886, 146, 162, 204]",,,0.0,,,0.12,,,0.0,,,0.16,,,0.38,,,0.01,,
0.11,,,"[887, 148, 160, 209]",,,0.0,,,0.07,,,0.0,,,0.35,,,0.46,,,0.0,,
0.08,,,"[879, 151, 167, 208]",,,0.0,,,0.03,,,0.0,,,0.26,,,0.63,,,0.0,,
0.12,,,"[871, 148, 172, 216]",,,0.0,,,0.03,,,0.0,,,0.38,,,0.47,,,0.0,,
0.16,,,"[868, 152, 170, 216]",,,0.0,,,0.07,,,0.0,,,0.42,,,0.35,,,0.01,,
0.29,,,"[866, 162, 164, 209]",,,0.0,,,0.06,,,0.0,,,0.22,,,0.42,,,0.01,,
0.35,,,"[864, 165, 163, 206]",,,0.0,,,0.03,,,0.0,,,0.13,,,0.49,,,0.0,,
0.13,,,"[856, 159, 163, 209]",,,0.0,,,0.04,,,0.0,,,0.19,,,0.63,,,0.01,,
0.32,,,"[856, 170, 160, 207]",,,0.0,,,0.03,,,0.0,,,0.1,,,0.55,,,0.0,,
0.28,,,"[851, 169, 160, 209]",,,0.0,,,0.03,,,0.0,,,0.13,,,0.56,,,0.0,,
0.23,,,"[841, 158, 168, 221]",,,0.0,,,0.02,,,0.0,,,0.45,,,0.31,,,0.0,,
0.29,,,"[839, 160, 168, 218]",,,0.0,,,0.01,,,0.0,,,0.37,,,0.33,,,0.0,,
0.26,,,"[835, 160, 170, 216]",,,0.0,,,0.02,,,0.0,,,0.3,,,0.42,,,0.0,,
0.34,,,"[836, 163, 167, 220]",,,0.0,,,0.02,,,0.0,,,0.38,,,0.26,,,0.0,,
0.22,,,"[832, 162, 168, 221]",,,0.0,,,0.01,,,0.0,,,0.49,,,0.28,,,0.0,,
0.16,,,"[833, 161, 165, 222]",,,0.0,,,0.01,,,0.0,,,0.43,,,0.4,,,0.0,,
0.14,,,"[828, 160, 170, 224]",,,0.0,,,0.01,,,0.0,,,0.54,,,0.31,,,0.0,,
0.17,0.11,,"[831, 162, 165, 219]","[923, 815, 68, 78]",,0.0,0.0,,0.01,0.01,,0.0,0.17,,0.42,0.43,,0.39,0.27,,0.0,0.01,
0.17,0.11,,"[832, 163, 162, 217]","[924, 815, 69, 79]",,0.0,0.0,,0.02,0.01,,0.0,0.23,,0.48,0.36,,0.33,0.28,,0.0,0.02,
0.17,,,"[834, 163, 161, 217]",,,0.0,,,0.02,,,0.0,,,0.37,,,0.44,,,0.0,,
0.18,,,"[833, 164, 161, 216]",,,0.0,,,0.02,,,0.0,,,0.4,,,0.39,,,0.0,,
0.23,,,"[827, 162, 170, 224]",,,0.0,,,0.02,,,0.0,,,0.36,,,0.39,,,0.0,,
0.17,,,"[830, 160, 169, 226]",,,0.0,,,0.02,,,0.0,,,0.46,,,0.36,,,0.0,,
0.16,,,"[838, 166, 161, 220]",,,0.0,,,0.02,,,0.0,,,0.5,,,0.32,,,0.0,,
0.22,,,"[837, 166, 165, 224]",,,0.0,,,0.03,,,0.0,,,0.42,,,0.32,,,0.0,,
0.2,0.1,,"[841, 173, 159, 209]","[922, 815, 69, 79]",,0.0,0.0,,0.02,0.01,,0.0,0.24,,0.31,0.42,,0.47,0.22,,0.0,0.01,
0.19,,,"[847, 169, 158, 214]",,,0.0,,,0.03,,,0.01,,,0.26,,,0.51,,,0.0,,
0.2,,,"[847, 171, 160, 214]",,,0.0,,,0.03,,,0.0,,,0.25,,,0.52,,,0.0,,
0.12,,,"[852, 171, 168, 209]",,,0.0,,,0.04,,,0.0,,,0.21,,,0.63,,,0.0,,
0.12,,,"[862, 178, 162, 203]",,,0.0,,,0.05,,,0.01,,,0.32,,,0.5,,,0.01,,
0.18,,,"[871, 184, 159, 198]",,,0.0,,,0.05,,,0.02,,,0.14,,,0.59,,,0.0,,
0.12,,,"[869, 198, 161, 202]",,,0.0,,,0.03,,,0.01,,,0.3,,,0.54,,,0.0,,
0.18,,,"[878, 204, 156, 197]",,,0.0,,,0.04,,,0.01,,,0.22,,,0.55,,,0.0,,
0.22,,,"[893, 211, 151, 187]",,,0.0,,,0.07,,,0.03,,,0.09,,,0.59,,,0.01,,
0.27,,,"[900, 218, 146, 182]",,,0.0,,,0.05,,,0.03,,,0.08,,,0.57,,,0.01,,
0.24,,,"[902, 219, 147, 184]",,,0.0,,,0.05,,,0.05,,,0.16,,,0.48,,,0.02,,
0.22,,,"[902, 223, 146, 182]",,,0.0,,,0.06,,,0.05,,,0.11,,,0.55,,,0.01,,
0.18,,,"[900, 221, 147, 184]",,,0.0,,,0.07,,,0.05,,,0.16,,,0.53,,,0.01,,
0.09,,,"[926, 818, 63, 73]",,,0.0,,,0.02,,,0.19,,,0.28,,,0.42,,,0.01,,
0.1,,,"[926, 818, 64, 73]",,,0.0,,,0.03,,,0.22,,,0.32,,,0.31,,,0.01,,
0.44,,,"[884, 210, 158, 188]",,,0.0,,,0.04,,,0.09,,,0.09,,,0.33,,,0.01,,
0.44,,,"[882, 207, 156, 188]",,,0.0,,,0.07,,,0.1,,,0.07,,,0.31,,,0.01,,
0.63,,,"[880, 191, 154, 193]",,,0.0,,,0.1,,,0.03,,,0.01,,,0.22,,,0.0,,
0.76,,,"[881, 190, 154, 193]",,,0.0,,,0.05,,,0.03,,,0.01,,,0.14,,,0.0,,
0.79,,,"[875, 187, 161, 201]",,,0.0,,,0.04,,,0.03,,,0.01,,,0.12,,,0.0,,
0.6,,,"[873, 186, 164, 203]",,,0.0,,,0.05,,,0.04,,,0.06,,,0.24,,,0.01,,
0.66,,,"[873, 187, 164, 204]",,,0.0,,,0.05,,,0.02,,,0.06,,,0.2,,,0.01,,
0.64,,,"[875, 188, 163, 202]",,,0.0,,,0.07,,,0.01,,,0.04,,,0.22,,,0.01,,
0.47,,,"[1207, 267, 41, 46]",,,0.0,,,0.04,,,0.13,,,0.07,,,0.29,,,0.0,,
0.36,,,"[881, 199, 156, 193]",,,0.0,,,0.05,,,0.01,,,0.11,,,0.47,,,0.0,,
0.37,,,"[881, 199, 157, 194]",,,0.0,,,0.08,,,0.02,,,0.11,,,0.42,,,0.0,,
0.22,,,"[870, 195, 166, 203]",,,0.0,,,0.05,,,0.0,,,0.15,,,0.56,,,0.0,,
0.33,,,"[869, 189, 171, 208]",,,0.0,,,0.08,,,0.01,,,0.17,,,0.4,,,0.01,,
0.65,,,"[884, 185, 164, 198]",,,0.0,,,0.07,,,0.0,,,0.04,,,0.23,,,0.0,,
0.68,,,"[887, 183, 163, 199]",,,0.0,,,0.07,,,0.0,,,0.04,,,0.2,,,0.0,,
0.81,,,"[883, 183, 168, 202]",,,0.0,,,0.05,,,0.0,,,0.01,,,0.12,,,0.0,,
0.72,,,"[890, 184, 164, 197]",,,0.0,,,0.06,,,0.0,,,0.03,,,0.19,,,0.01,,
0.39,,,"[894, 178, 164, 203]",,,0.0,,,0.13,,,0.0,,,0.06,,,0.41,,,0.01,,
0.52,,,"[893, 167, 191, 237]",,,0.0,,,0.07,,,0.0,,,0.14,,,0.23,,,0.03,,
0.35,,,"[904, 180, 174, 206]",,,0.0,,,0.13,,,0.0,,,0.17,,,0.31,,,0.04,,
0.45,,,"[907, 164, 182, 231]",,,0.0,,,0.22,,,0.0,,,0.08,,,0.13,,,0.13,,
0.14,,,"[915, 179, 168, 198]",,,0.0,,,0.26,,,0.0,,,0.17,,,0.38,,,0.05,,
0.24,,,"[913, 158, 175, 222]",,,0.0,,,0.18,,,0.0,,,0.22,,,0.34,,,0.02,,
0.25,,,"[919, 153, 175, 220]",,,0.0,,,0.15,,,0.01,,,0.24,,,0.33,,,0.02,,
0.21,,,"[919, 155, 171, 222]",,,0.0,,,0.18,,,0.0,,,0.1,,,0.5,,,0.02,,
0.21,,,"[922, 156, 170, 221]",,,0.0,,,0.19,,,0.0,,,0.1,,,0.48,,,0.02,,
0.27,0.05,,"[924, 156, 169, 221]","[924, 817, 67, 75]",,0.0,0.0,,0.2,0.01,,0.0,0.14,,0.13,0.58,,0.39,0.21,,0.02,0.01,
0.36,,,"[927, 157, 167, 217]",,,0.0,,,0.19,,,0.0,,,0.08,,,0.36,,,0.01,,
0.42,,,"[925, 152, 168, 220]",,,0.0,,,0.13,,,0.0,,,0.1,,,0.33,,,0.0,,
0.29,,,"[927, 153, 165, 217]",,,0.0,,,0.19,,,0.0,,,0.13,,,0.38,,,0.02,,
0.27,,,"[925, 151, 164, 216]",,,0.0,,,0.18,,,0.0,,,0.15,,,0.39,,,0.01,,
0.31,,,"[921, 146, 169, 220]",,,0.0,,,0.19,,,0.0,,,0.2,,,0.29,,,0.01,,
0.32,,,"[920, 151, 163, 211]",,,0.0,,,0.14,,,0.0,,,0.25,,,0.29,,,0.0,,
0.43,,,"[921, 146, 163, 213]",,,0.0,,,0.2,,,0.0,,,0.18,,,0.19,,,0.0,,
0.13,,,"[914, 146, 162, 214]",,,0.0,,,0.13,,,0.0,,,0.45,,,0.28,,,0.0,,
0.24,,,"[916, 148, 159, 212]",,,0.0,,,0.2,,,0.0,,,0.29,,,0.27,,,0.01,,
0.22,,,"[910, 141, 164, 223]",,,0.0,,,0.13,,,0.0,,,0.27,,,0.36,,,0.01,,
0.27,,,"[913, 140, 161, 214]",,,0.0,,,0.2,,,0.0,,,0.19,,,0.32,,,0.01,,
0.17,,,"[909, 136, 162, 220]",,,0.0,,,0.12,,,0.0,,,0.38,,,0.32,,,0.01,,
0.38,,,"[908, 136, 160, 218]",,,0.0,,,0.12,,,0.01,,,0.28,,,0.2,,,0.01,,
0.2,,,"[906, 130, 164, 223]",,,0.0,,,0.12,,,0.0,,,0.38,,,0.28,,,0.01,,
0.23,0.13,,"[905, 129, 161, 221]","[930, 821, 59, 69]",,0.0,0.0,,0.16,0.02,,0.01,0.21,,0.34,0.43,,0.24,0.2,,0.02,0.01,
0.26,0.14,,"[912, 143, 153, 199]","[1225, 274, 39, 44]",,0.0,0.0,,0.25,0.12,,0.0,0.09,,0.15,0.12,,0.33,0.53,,0.01,0.0,
0.25,,,"[909, 138, 155, 205]",,,0.0,,,0.2,,,0.0,,,0.24,,,0.3,,,0.01,,
0.34,,,"[900, 126, 160, 220]",,,0.0,,,0.12,,,0.01,,,0.29,,,0.22,,,0.01,,
0.25,,,"[900, 130, 158, 215]",,,0.0,,,0.09,,,0.0,,,0.29,,,0.36,,,0.01,,
0.21,,,"[899, 134, 156, 213]",,,0.0,,,0.1,,,0.0,,,0.25,,,0.43,,,0.01,,
0.31,,,"[895, 124, 160, 223]",,,0.0,,,0.11,,,0.0,,,0.35,,,0.22,,,0.01,,
0.16,,,"[895, 122, 162, 227]",,,0.0,,,0.05,,,0.0,,,0.59,,,0.19,,,0.0,,
0.21,,,"[897, 125, 161, 226]",,,0.0,,,0.09,,,0.0,,,0.36,,,0.34,,,0.0,,
0.13,,,"[894, 120, 167, 234]",,,0.0,,,0.08,,,0.01,,,0.41,,,0.38,,,0.0,,
0.26,,,"[896, 125, 164, 227]",,,0.0,,,0.07,,,0.0,,,0.27,,,0.39,,,0.01,,
0.21,,,"[897, 135, 159, 218]",,,0.0,,,0.09,,,0.0,,,0.34,,,0.35,,,0.01,,
0.19,,,"[894, 125, 168, 230]",,,0.0,,,0.07,,,0.0,,,0.34,,,0.37,,,0.02,,
0.19,,,"[908, 146, 156, 201]",,,0.0,,,0.11,,,0.0,,,0.41,,,0.25,,,0.03,,
0.14,,,"[894, 145, 163, 213]",,,0.0,,,0.11,,,0.0,,,0.27,,,0.47,,,0.01,,
0.12,,,"[894, 142, 166, 218]",,,0.0,,,0.04,,,0.0,,,0.51,,,0.31,,,0.02,,
0.12,,,"[893, 147, 165, 216]",,,0.0,,,0.15,,,0.0,,,0.34,,,0.35,,,0.03,,
0.14,,,"[893, 149, 163, 215]",,,0.0,,,0.1,,,0.0,,,0.41,,,0.32,,,0.03,,
0.16,,,"[892, 149, 166, 216]",,,0.0,,,0.17,,,0.0,,,0.31,,,0.34,,,0.02,,
0.08,,,"[891, 151, 165, 215]",,,0.0,,,0.11,,,0.0,,,0.35,,,0.45,,,0.01,,
0.07,,,"[890, 153, 162, 213]",,,0.0,,,0.19,,,0.0,,,0.46,,,0.27,,,0.01,,
0.07,,,"[888, 153, 164, 213]",,,0.0,,,0.17,,,0.0,,,0.49,,,0.26,,,0.01,,
0.07,,,"[889, 151, 162, 214]",,,0.0,,,0.17,,,0.0,,,0.36,,,0.38,,,0.02,,
0.09,,,"[891, 138, 165, 224]",,,0.0,,,0.08,,,0.0,,,0.42,,,0.37,,,0.03,,
0.1,,,"[887, 148, 164, 216]",,,0.0,,,0.14,,,0.0,,,0.32,,,0.43,,,0.01,,
0.09,,,"[888, 149, 161, 214]",,,0.0,,,0.2,,,0.0,,,0.31,,,0.38,,,0.01,,
0.08,,,"[887, 148, 162, 214]",,,0.0,,,0.2,,,0.0,,,0.32,,,0.39,,,0.01,,
0.11,,,"[885, 149, 164, 212]",,,0.0,,,0.17,,,0.0,,,0.43,,,0.27,,,0.01,,
0.16,,,"[889, 139, 164, 216]",,,0.0,,,0.11,,,0.0,,,0.44,,,0.26,,,0.02,,
0.08,,,"[885, 145, 165, 213]",,,0.0,,,0.15,,,0.0,,,0.29,,,0.47,,,0.01,,
0.1,,,"[885, 147, 160, 211]",,,0.0,,,0.31,,,0.0,,,0.26,,,0.32,,,0.02,,
0.08,,,"[886, 130, 166, 224]",,,0.0,,,0.07,,,0.0,,,0.46,,,0.36,,,0.02,,
0.18,,,"[890, 137, 160, 208]",,,0.0,,,0.11,,,0.0,,,0.33,,,0.34,,,0.03,,
0.11,,,"[886, 146, 160, 212]",,,0.0,,,0.25,,,0.0,,,0.34,,,0.27,,,0.02,,
0.1,,,"[887, 147, 158, 211]",,,0.0,,,0.22,,,0.0,,,0.36,,,0.3,,,0.02,,
0.11,,,"[887, 147, 158, 210]",,,0.0,,,0.24,,,0.0,,,0.36,,,0.27,,,0.02,,
0.07,,,"[887, 148, 158, 210]",,,0.0,,,0.31,,,0.0,,,0.32,,,0.29,,,0.01,,
0.15,,,"[889, 137, 161, 209]",,,0.0,,,0.12,,,0.0,,,0.37,,,0.31,,,0.05,,
0.1,,,"[890, 139, 159, 208]",,,0.0,,,0.09,,,0.0,,,0.49,,,0.3,,,0.01,,
0.16,,,"[890, 140, 159, 208]",,,0.0,,,0.11,,,0.0,,,0.39,,,0.33,,,0.01,,
0.18,,,"[891, 141, 159, 207]",,,0.0,,,0.15,,,0.0,,,0.39,,,0.26,,,0.02,,
0.14,,,"[889, 138, 161, 210]",,,0.0,,,0.09,,,0.0,,,0.45,,,0.29,,,0.02,,
0.08,,,"[885, 148, 161, 214]",,,0.0,,,0.28,,,0.0,,,0.17,,,0.46,,,0.01,,
0.09,,,"[888, 150, 157, 209]",,,0.0,,,0.28,,,0.0,,,0.24,,,0.38,,,0.01,,
0.11,,,"[889, 148, 160, 215]",,,0.0,,,0.2,,,0.0,,,0.38,,,0.29,,,0.02,,
0.08,,,"[889, 137, 166, 224]",,,0.0,,,0.09,,,0.0,,,0.27,,,0.54,,,0.03,,
0.14,,,"[889, 150, 161, 216]",,,0.0,,,0.27,,,0.0,,,0.26,,,0.3,,,0.03,,
0.07,,,"[890, 151, 160, 212]",,,0.0,,,0.19,,,0.0,,,0.38,,,0.35,,,0.02,,
0.08,,,"[892, 148, 164, 215]",,,0.0,,,0.1,,,0.0,,,0.39,,,0.4,,,0.03,,
0.11,,,"[892, 151, 160, 212]",,,0.0,,,0.13,,,0.0,,,0.44,,,0.3,,,0.03,,
0.11,,,"[894, 148, 163, 215]",,,0.0,,,0.11,,,0.0,,,0.42,,,0.33,,,0.03,,
0.09,,,"[894, 147, 164, 216]",,,0.0,,,0.12,,,0.0,,,0.42,,,0.33,,,0.03,,
0.07,,,"[895, 140, 165, 221]",,,0.0,,,0.12,,,0.0,,,0.34,,,0.44,,,0.03,,
0.1,,,"[898, 152, 156, 208]",,,0.0,,,0.19,,,0.0,,,0.25,,,0.45,,,0.01,,
0.15,,,"[901, 142, 161, 213]",,,0.0,,,0.09,,,0.0,,,0.39,,,0.35,,,0.02,,
0.13,,,"[898, 146, 158, 214]",,,0.0,,,0.09,,,0.0,,,0.15,,,0.62,,,0.0,,
0.1,,,"[896, 140, 164, 221]",,,0.0,,,0.07,,,0.0,,,0.34,,,0.49,,,0.01,,
